Ee (keV), d\omega/dEe
378.5,5.15980178490176e-32
378.6,5.16191271865341e-32
378.7,5.16402785726075e-32
378.8,5.16614720774254e-32
378.9,5.16827077713112e-32
379,5.17039857247243e-32
379.1,5.17253060082601e-32
379.2,5.1746668692651e-32
379.3,5.17680738487659e-32
379.4,5.17895215476113e-32
379.5,5.18110118603308e-32
379.6,5.18325448582062e-32
379.7,5.18541206126572e-32
379.8,5.1875739195242e-32
379.9,5.18974006776576e-32
380,5.191910513174e-32
380.1,5.19408526294646e-32
380.2,5.19626432429466e-32
380.3,5.1984477044441e-32
380.4,5.20063541063433e-32
380.5,5.20282745011896e-32
380.6,5.20502383016569e-32
380.7,5.20722455805636e-32
380.8,5.20942964108696e-32
380.9,5.21163908656768e-32
381,5.21385290182292e-32
381.1,5.21607109419135e-32
381.2,5.21829367102592e-32
381.3,5.22052063969392e-32
381.4,5.22275200757695e-32
381.5,5.22498778207104e-32
381.6,5.22722797058662e-32
381.7,5.22947258054857e-32
381.8,5.23172161939625e-32
381.9,5.23397509458355e-32
382,5.2362330135789e-32
382.1,5.23849538386531e-32
382.2,5.24076221294041e-32
382.3,5.24303350831648e-32
382.4,5.24530927752048e-32
382.5,5.24758952809408e-32
382.6,5.2498742675937e-32
382.7,5.25216350359056e-32
382.8,5.25445724367067e-32
382.9,5.25675549543491e-32
383,5.25905826649904e-32
383.1,5.26136556449371e-32
383.2,5.26367739706456e-32
383.3,5.2659937718722e-32
383.4,5.26831469659225e-32
383.5,5.27064017891539e-32
383.6,5.27297022654741e-32
383.7,5.27530484720917e-32
383.8,5.27764404863675e-32
383.9,5.27998783858138e-32
384,5.28233622480951e-32
384.1,5.2846892151029e-32
384.2,5.28704681725854e-32
384.3,5.28940903908881e-32
384.4,5.29177588842143e-32
384.5,5.2941473730995e-32
384.6,5.2965235009816e-32
384.7,5.29890427994175e-32
384.8,5.30128971786948e-32
384.9,5.30367982266988e-32
385,5.30607460226361e-32
385.1,5.30847406458693e-32
385.2,5.31087821759177e-32
385.3,5.31328706924573e-32
385.4,5.31570062753214e-32
385.5,5.31811890045009e-32
385.6,5.32054189601445e-32
385.7,5.32296962225593e-32
385.8,5.32540208722112e-32
385.9,5.32783929897248e-32
386,5.33028126558845e-32
386.1,5.3327279951634e-32
386.2,5.33517949580775e-32
386.3,5.33763577564795e-32
386.4,5.34009684282656e-32
386.5,5.34256270550223e-32
386.6,5.34503337184979e-32
386.7,5.34750885006027e-32
386.8,5.34998914834093e-32
386.9,5.35247427491531e-32
387,5.35496423802325e-32
387.1,5.35745904592094e-32
387.2,5.35995870688096e-32
387.3,5.36246322919232e-32
387.4,5.36497262116047e-32
387.5,5.36748689110738e-32
387.6,5.37000604737156e-32
387.7,5.37253009830807e-32
387.8,5.37505905228861e-32
387.9,5.37759291770153e-32
388,5.38013170295185e-32
388.1,5.38267541646135e-32
388.2,5.38522406666855e-32
388.3,5.38777766202881e-32
388.4,5.3903362110143e-32
388.5,5.3928997221141e-32
388.6,5.39546820383421e-32
388.7,5.39804166469759e-32
388.8,5.4006201132442e-32
388.9,5.40320355803107e-32
389,5.40579200763226e-32
389.1,5.40838547063901e-32
389.2,5.41098395565967e-32
389.3,5.41358747131983e-32
389.4,5.41619602626232e-32
389.5,5.41880962914721e-32
389.6,5.42142828865195e-32
389.7,5.42405201347131e-32
389.8,5.42668081231749e-32
389.9,5.42931469392011e-32
390,5.43195366702629e-32
390.1,5.43459774040067e-32
390.2,5.43724692282545e-32
390.3,5.43990122310045e-32
390.4,5.44256065004313e-32
390.5,5.44522521248863e-32
390.6,5.44789491928984e-32
390.7,5.45056977931741e-32
390.8,5.45324980145981e-32
390.9,5.45593499462334e-32
391,5.45862536773224e-32
391.1,5.46132092972865e-32
391.2,5.46402168957271e-32
391.3,5.46672765624258e-32
391.4,5.46943883873447e-32
391.5,5.47215524606273e-32
391.6,5.47487688725983e-32
391.7,5.47760377137644e-32
391.8,5.48033590748147e-32
391.9,5.4830733046621e-32
392,5.48581597202383e-32
392.1,5.48856391869055e-32
392.2,5.4913171538045e-32
392.3,5.49407568652644e-32
392.4,5.49683952603556e-32
392.5,5.49960868152964e-32
392.6,5.50238316222499e-32
392.7,5.50516297735658e-32
392.8,5.50794813617803e-32
392.9,5.51073864796169e-32
393,5.51353452199865e-32
393.1,5.51633576759879e-32
393.2,5.51914239409087e-32
393.3,5.5219544108225e-32
393.4,5.52477182716024e-32
393.5,5.52759465248965e-32
393.6,5.53042289621526e-32
393.7,5.53325656776072e-32
393.8,5.53609567656876e-32
393.9,5.53894023210129e-32
394,5.5417902438394e-32
394.1,5.54464572128345e-32
394.2,5.54750667395307e-32
394.3,5.55037311138727e-32
394.4,5.55324504314439e-32
394.5,5.55612247880225e-32
394.6,5.55900542795813e-32
394.7,5.56189390022881e-32
394.8,5.56478790525069e-32
394.9,5.56768745267973e-32
395,5.5705925521916e-32
395.1,5.57350321348166e-32
395.2,5.576419446265e-32
395.3,5.57934126027657e-32
395.4,5.58226866527112e-32
395.5,5.58520167102333e-32
395.6,5.58814028732779e-32
395.7,5.59108452399912e-32
395.8,5.59403439087195e-32
395.9,5.59698989780101e-32
396,5.59995105466117e-32
396.1,5.60291787134748e-32
396.2,5.60589035777519e-32
396.3,5.60886852387989e-32
396.4,5.61185237961744e-32
396.5,5.61484193496411e-32
396.6,5.61783719991659e-32
396.7,5.62083818449202e-32
396.8,5.62384489872809e-32
396.9,5.62685735268304e-32
397,5.62987555643576e-32
397.1,5.63289952008577e-32
397.2,5.63592925375335e-32
397.3,5.6389647675795e-32
397.4,5.64200607172609e-32
397.5,5.64505317637582e-32
397.6,5.64810609173232e-32
397.7,5.6511648280202e-32
397.8,5.65422939548506e-32
397.9,5.6572998043936e-32
398,5.66037606503362e-32
398.1,5.6634581877141e-32
398.2,5.66654618276522e-32
398.3,5.66964006053846e-32
398.4,5.6727398314066e-32
398.5,5.6758455057638e-32
398.6,5.67895709402566e-32
398.7,5.68207460662923e-32
398.8,5.6851980540331e-32
398.9,5.68832744671746e-32
399,5.69146279518409e-32
399.1,5.69460410995649e-32
399.2,5.69775140157987e-32
399.3,5.70090468062126e-32
399.4,5.7040639576695e-32
399.5,5.70722924333533e-32
399.6,5.71040054825146e-32
399.7,5.71357788307256e-32
399.8,5.71676125847537e-32
399.9,5.71995068515876e-32
400,5.72314617384373e-32
400.1,5.72634773527348e-32
400.2,5.72955538021351e-32
400.3,5.73276911945163e-32
400.4,5.73598896379801e-32
400.5,5.73921492408526e-32
400.6,5.74244701116846e-32
400.7,5.74568523592524e-32
400.8,5.74892960925582e-32
400.9,5.75218014208306e-32
401,5.75543684535252e-32
401.1,5.75869973003251e-32
401.2,5.76196880711418e-32
401.3,5.7652440876115e-32
401.4,5.76852558256141e-32
401.5,5.77181330302379e-32
401.6,5.77510726008156e-32
401.7,5.77840746484075e-32
401.8,5.78171392843052e-32
401.9,5.78502666200322e-32
402,5.78834567673449e-32
402.1,5.79167098382325e-32
402.2,5.7950025944918e-32
402.3,5.79834051998589e-32
402.4,5.80168477157473e-32
402.5,5.80503536055108e-32
402.6,5.8083922982313e-32
402.7,5.81175559595542e-32
402.8,5.81512526508715e-32
402.9,5.81850131701402e-32
403,5.82188376314735e-32
403.1,5.82527261492237e-32
403.2,5.82866788379824e-32
403.3,5.83206958125816e-32
403.4,5.83547771880936e-32
403.5,5.8388923079832e-32
403.6,5.84231336033524e-32
403.7,5.84574088744526e-32
403.8,5.84917490091736e-32
403.9,5.85261541237998e-32
404,5.85606243348599e-32
404.1,5.85951597591275e-32
404.2,5.86297605136213e-32
404.3,5.86644267156064e-32
404.4,5.86991584825942e-32
404.5,5.87339559323434e-32
404.6,5.87688191828606e-32
404.7,5.88037483524007e-32
404.8,5.88387435594676e-32
404.9,5.88738049228151e-32
405,5.89089325614468e-32
405.1,5.89441265946178e-32
405.2,5.8979387141834e-32
405.3,5.90147143228541e-32
405.4,5.90501082576889e-32
405.5,5.9085569066603e-32
405.6,5.91210968701149e-32
405.7,5.91566917889974e-32
405.8,5.91923539442789e-32
405.9,5.92280834572435e-32
406,5.92638804494318e-32
406.1,5.92997450426415e-32
406.2,5.93356773589283e-32
406.3,5.93716775206058e-32
406.4,5.94077456502471e-32
406.5,5.94438818706849e-32
406.6,5.94800863050119e-32
406.7,5.95163590765821e-32
406.8,5.95527003090111e-32
406.9,5.95891101261765e-32
407,5.96255886522191e-32
407.1,5.9662136011543e-32
407.2,5.96987523288166e-32
407.3,5.97354377289733e-32
407.4,5.97721923372119e-32
407.5,5.98090162789974e-32
407.6,5.98459096800616e-32
407.7,5.98828726664038e-32
407.8,5.99199053642916e-32
407.9,5.99570079002612e-32
408,5.99941804011187e-32
408.1,6.003142299394e-32
408.2,6.00687358060719e-32
408.3,6.01061189651328e-32
408.4,6.01435725990132e-32
408.5,6.01810968358769e-32
408.6,6.02186918041605e-32
408.7,6.02563576325755e-32
408.8,6.0294094450108e-32
408.9,6.03319023860197e-32
409,6.03697815698488e-32
409.1,6.04077321314101e-32
409.2,6.04457542007965e-32
409.3,6.04838479083792e-32
409.4,6.0522013384808e-32
409.5,6.05602507610131e-32
409.6,6.05985601682047e-32
409.7,6.06369417378744e-32
409.8,6.06753956017956e-32
409.9,6.07139218920241e-32
410,6.07525207408994e-32
410.1,6.07911922810445e-32
410.2,6.08299366453674e-32
410.3,6.08687539670615e-32
410.4,6.09076443796062e-32
410.5,6.09466080167678e-32
410.6,6.09856450126003e-32
410.7,6.10247555014458e-32
410.8,6.10639396179353e-32
410.9,6.11031974969901e-32
411,6.11425292738213e-32
411.1,6.11819350839316e-32
411.2,6.12214150631154e-32
411.3,6.12609693474601e-32
411.4,6.13005980733462e-32
411.5,6.13403013774484e-32
411.6,6.13800793967364e-32
411.7,6.14199322684752e-32
411.8,6.14598601302268e-32
411.9,6.14998631198496e-32
412,6.15399413755004e-32
412.1,6.15800950356343e-32
412.2,6.1620324239006e-32
412.3,6.16606291246702e-32
412.4,6.17010098319825e-32
412.5,6.17414665006002e-32
412.6,6.17819992704829e-32
412.7,6.18226082818936e-32
412.8,6.1863293675399e-32
412.9,6.19040555918707e-32
413,6.19448941724856e-32
413.1,6.1985809558727e-32
413.2,6.20268018923853e-32
413.3,6.20678713155586e-32
413.4,6.21090179706536e-32
413.5,6.21502420003864e-32
413.6,6.21915435477833e-32
413.7,6.22329227561815e-32
413.8,6.22743797692299e-32
413.9,6.23159147308902e-32
414,6.2357527785437e-32
414.1,6.23992190774594e-32
414.2,6.24409887518613e-32
414.3,6.24828369538622e-32
414.4,6.25247638289984e-32
414.5,6.25667695231233e-32
414.6,6.26088541824085e-32
414.7,6.26510179533447e-32
414.8,6.26932609827422e-32
414.9,6.2735583417732e-32
415,6.27779854057665e-32
415.1,6.28204670946201e-32
415.2,6.28630286323907e-32
415.3,6.29056701674996e-32
415.4,6.29483918486932e-32
415.5,6.29911938250431e-32
415.6,6.30340762459475e-32
415.7,6.30770392611318e-32
415.8,6.31200830206492e-32
415.9,6.3163207674882e-32
416,6.32064133745423e-32
416.1,6.32497002706725e-32
416.2,6.32930685146465e-32
416.3,6.33365182581708e-32
416.4,6.33800496532843e-32
416.5,6.34236628523607e-32
416.6,6.3467358008108e-32
416.7,6.35111352735699e-32
416.8,6.3554994802127e-32
416.9,6.3598936747497e-32
417,6.3642961263736e-32
417.1,6.36870685052392e-32
417.2,6.3731258626742e-32
417.3,6.37755317833206e-32
417.4,6.38198881303928e-32
417.5,6.38643278237194e-32
417.6,6.39088510194046e-32
417.7,6.39534578738969e-32
417.8,6.39981485439904e-32
417.9,6.40429231868251e-32
418,6.40877819598884e-32
418.1,6.41327250210155e-32
418.2,6.41777525283907e-32
418.3,6.42228646405479e-32
418.4,6.42680615163718e-32
418.5,6.43133433150987e-32
418.6,6.43587101963176e-32
418.7,6.44041623199707e-32
418.8,6.44496998463546e-32
418.9,6.44953229361213e-32
419,6.4541031750279e-32
419.1,6.45868264501928e-32
419.2,6.4632707197586e-32
419.3,6.4678674154541e-32
419.4,6.47247274834998e-32
419.5,6.47708673472657e-32
419.6,6.48170939090032e-32
419.7,6.486340733224e-32
419.8,6.49098077808672e-32
419.9,6.49562954191407e-32
420,6.50028704116817e-32
420.1,6.50495329234783e-32
420.2,6.50962831198856e-32
420.3,6.51431211666275e-32
420.4,6.51900472297971e-32
420.5,6.52370614758578e-32
420.6,6.52841640716446e-32
420.7,6.53313551843644e-32
420.8,6.53786349815976e-32
420.9,6.54260036312987e-32
421,6.54734613017976e-32
421.1,6.55210081618002e-32
421.2,6.55686443803895e-32
421.3,6.56163701270269e-32
421.4,6.56641855715528e-32
421.5,6.57120908841878e-32
421.6,6.57600862355336e-32
421.7,6.58081717965739e-32
421.8,6.58563477386758e-32
421.9,6.59046142335904e-32
422,6.59529714534539e-32
422.1,6.60014195707887e-32
422.2,6.60499587585045e-32
422.3,6.60985891898989e-32
422.4,6.61473110386589e-32
422.5,6.61961244788619e-32
422.6,6.62450296849762e-32
422.7,6.62940268318625e-32
422.8,6.63431160947749e-32
422.9,6.63922976493619e-32
423,6.64415716716673e-32
423.1,6.64909383381312e-32
423.2,6.65403978255915e-32
423.3,6.65899503112844e-32
423.4,6.66395959728456e-32
423.5,6.66893349883117e-32
423.6,6.67391675361208e-32
423.7,6.67890937951137e-32
423.8,6.68391139445353e-32
423.9,6.6889228164035e-32
424,6.69394366336685e-32
424.1,6.69897395338983e-32
424.2,6.7040137045595e-32
424.3,6.70906293500385e-32
424.4,6.7141216628919e-32
424.5,6.71918990643379e-32
424.6,6.72426768388091e-32
424.7,6.729355013526e-32
424.8,6.73445191370329e-32
424.9,6.73955840278853e-32
425,6.74467449919922e-32
425.1,6.74980022139459e-32
425.2,6.75493558787582e-32
425.3,6.7600806171861e-32
425.4,6.76523532791072e-32
425.5,6.77039973867726e-32
425.6,6.7755738681556e-32
425.7,6.78075773505812e-32
425.8,6.78595135813977e-32
425.9,6.79115475619818e-32
426,6.79636794807382e-32
426.1,6.80159095265005e-32
426.2,6.80682378885326e-32
426.3,6.81206647565301e-32
426.4,6.81731903206213e-32
426.5,6.8225814771368e-32
426.6,6.82785382997672e-32
426.7,6.83313610972519e-32
426.8,6.83842833556926e-32
426.9,6.8437305267398e-32
427,6.84904270251166e-32
427.1,6.85436488220376e-32
427.2,6.85969708517923e-32
427.3,6.86503933084551e-32
427.4,6.87039163865447e-32
427.5,6.87575402810256e-32
427.6,6.88112651873088e-32
427.7,6.88650913012534e-32
427.8,6.89190188191675e-32
427.9,6.89730479378097e-32
428,6.90271788543901e-32
428.1,6.90814117665717e-32
428.2,6.91357468724713e-32
428.3,6.91901843706611e-32
428.4,6.92447244601696e-32
428.5,6.9299367340483e-32
428.6,6.93541132115465e-32
428.7,6.94089622737655e-32
428.8,6.94639147280065e-32
428.9,6.95189707755989e-32
429,6.9574130618336e-32
429.1,6.96293944584759e-32
429.2,6.96847624987434e-32
429.3,6.97402349423309e-32
429.4,6.97958119928995e-32
429.5,6.98514938545809e-32
429.6,6.99072807319777e-32
429.7,6.99631728301657e-32
429.8,7.00191703546943e-32
429.9,7.00752735115886e-32
430,7.013148250735e-32
430.1,7.01877975489578e-32
430.2,7.02442188438706e-32
430.3,7.03007466000272e-32
430.4,7.03573810258483e-32
430.5,7.0414122330238e-32
430.6,7.04709707225841e-32
430.7,7.05279264127607e-32
430.8,7.05849896111286e-32
430.9,7.06421605285371e-32
431,7.06994393763252e-32
431.1,7.07568263663226e-32
431.2,7.08143217108517e-32
431.3,7.08719256227285e-32
431.4,7.09296383152639e-32
431.5,7.09874600022653e-32
431.6,7.10453908980377e-32
431.7,7.11034312173853e-32
431.8,7.11615811756129e-32
431.9,7.12198409885267e-32
432,7.12782108724364e-32
432.1,7.13366910441564e-32
432.2,7.13952817210065e-32
432.3,7.14539831208145e-32
432.4,7.15127954619163e-32
432.5,7.15717189631584e-32
432.6,7.16307538438985e-32
432.7,7.16899003240072e-32
432.8,7.17491586238697e-32
432.9,7.18085289643865e-32
433,7.18680115669757e-32
433.1,7.19276066535737e-32
433.2,7.19873144466367e-32
433.3,7.20471351691426e-32
433.4,7.21070690445921e-32
433.5,7.216711629701e-32
433.6,7.22272771509471e-32
433.7,7.2287551831481e-32
433.8,7.23479405642182e-32
433.9,7.24084435752952e-32
434,7.246906109138e-32
434.1,7.25297933396736e-32
434.2,7.25906405479114e-32
434.3,7.26516029443648e-32
434.4,7.27126807578427e-32
434.5,7.27738742176928e-32
434.6,7.28351835538031e-32
434.7,7.28966089966037e-32
434.8,7.2958150777068e-32
434.9,7.30198091267141e-32
435,7.30815842776066e-32
435.1,7.31434764623582e-32
435.2,7.32054859141307e-32
435.3,7.3267612866637e-32
435.4,7.33298575541424e-32
435.5,7.33922202114664e-32
435.6,7.34547010739837e-32
435.7,7.35173003776263e-32
435.8,7.35800183588846e-32
435.9,7.36428552548096e-32
436,7.37058113030135e-32
436.1,7.37688867416721e-32
436.2,7.38320818095261e-32
436.3,7.38953967458824e-32
436.4,7.3958831790616e-32
436.5,7.40223871841714e-32
436.6,7.40860631675645e-32
436.7,7.41498599823837e-32
436.8,7.42137778707919e-32
436.9,7.42778170755279e-32
437,7.43419778399081e-32
437.1,7.44062604078279e-32
437.2,7.44706650237638e-32
437.3,7.45351919327745e-32
437.4,7.45998413805027e-32
437.5,7.46646136131769e-32
437.6,7.47295088776129e-32
437.7,7.47945274212153e-32
437.8,7.48596694919796e-32
437.9,7.49249353384931e-32
438,7.49903252099375e-32
438.1,7.50558393560898e-32
438.2,7.51214780273242e-32
438.3,7.51872414746141e-32
438.4,7.52531299495331e-32
438.5,7.53191437042576e-32
438.6,7.53852829915675e-32
438.7,7.54515480648486e-32
438.8,7.55179391780942e-32
438.9,7.55844565859063e-32
439,7.56511005434982e-32
439.1,7.57178713066952e-32
439.2,7.57847691319373e-32
439.3,7.58517942762803e-32
439.4,7.59189469973976e-32
439.5,7.59862275535822e-32
439.6,7.60536362037482e-32
439.7,7.61211732074328e-32
439.8,7.61888388247978e-32
439.9,7.62566333166314e-32
440,7.63245569443502e-32
440.1,7.63926099700008e-32
440.2,7.64607926562615e-32
440.3,7.65291052664443e-32
440.4,7.65975480644965e-32
440.5,7.66661213150026e-32
440.6,7.67348252831863e-32
440.7,7.68036602349116e-32
440.8,7.68726264366856e-32
440.9,7.69417241556597e-32
441,7.70109536596314e-32
441.1,7.70803152170467e-32
441.2,7.71498090970008e-32
441.3,7.72194355692416e-32
441.4,7.728919490417e-32
441.5,7.73590873728427e-32
441.6,7.74291132469736e-32
441.7,7.74992727989359e-32
441.8,7.75695663017639e-32
441.9,7.7639994029155e-32
442,7.77105562554714e-32
442.1,7.7781253255742e-32
442.2,7.78520853056645e-32
442.3,7.79230526816072e-32
442.4,7.79941556606108e-32
442.5,7.80653945203906e-32
442.6,7.81367695393381e-32
442.7,7.8208280996523e-32
442.8,7.82799291716956e-32
442.9,7.8351714345288e-32
443,7.84236367984166e-32
443.1,7.84956968128838e-32
443.2,7.85678946711802e-32
443.3,7.86402306564863e-32
443.4,7.87127050526745e-32
443.5,7.87853181443116e-32
443.6,7.88580702166598e-32
443.7,7.89309615556797e-32
443.8,7.90039924480317e-32
443.9,7.90771631810784e-32
444,7.91504740428861e-32
444.1,7.92239253222274e-32
444.2,7.92975173085828e-32
444.3,7.93712502921429e-32
444.4,7.94451245638107e-32
444.5,7.95191404152032e-32
444.6,7.95932981386535e-32
444.7,7.96675980272135e-32
444.8,7.9742040374655e-32
444.9,7.98166254754725e-32
445,7.98913536248852e-32
445.1,7.99662251188388e-32
445.2,8.00412402540077e-32
445.3,8.01163993277973e-32
445.4,8.0191702638346e-32
445.5,8.02671504845271e-32
445.6,8.03427431659514e-32
445.7,8.04184809829688e-32
445.8,8.0494364236671e-32
445.9,8.0570393228893e-32
446,8.0646568262216e-32
446.1,8.07228896399689e-32
446.2,8.07993576662308e-32
446.3,8.08759726458333e-32
446.4,8.09527348843623e-32
446.5,8.10296446881606e-32
446.6,8.11067023643298e-32
446.7,8.11839082207324e-32
446.8,8.12612625659948e-32
446.9,8.13387657095083e-32
447,8.14164179614326e-32
447.1,8.1494219632697e-32
447.2,8.15721710350031e-32
447.3,8.16502724808273e-32
447.4,8.17285242834224e-32
447.5,8.18069267568207e-32
447.6,8.18854802158355e-32
447.7,8.19641849760636e-32
447.8,8.20430413538882e-32
447.9,8.21220496664802e-32
448,8.22012102318013e-32
448.1,8.22805233686059e-32
448.2,8.23599893964434e-32
448.3,8.24396086356612e-32
448.4,8.25193814074059e-32
448.5,8.25993080336265e-32
448.6,8.26793888370768e-32
448.7,8.27596241413168e-32
448.8,8.28400142707165e-32
448.9,8.2920559550457e-32
449,8.30012603065335e-32
449.1,8.30821168657579e-32
449.2,8.31631295557605e-32
449.3,8.32442987049929e-32
449.4,8.33256246427307e-32
449.5,8.34071076990751e-32
449.6,8.3488748204956e-32
449.7,8.35705464921343e-32
449.8,8.36525028932041e-32
449.9,8.37346177415954e-32
450,8.38168913715766e-32
450.1,8.38993241182569e-32
450.2,8.39819163175887e-32
450.3,8.40646683063703e-32
450.4,8.4147580422248e-32
450.5,8.42306530037192e-32
450.6,8.43138863901343e-32
450.7,8.43972809216999e-32
450.8,8.44808369394806e-32
450.9,8.45645547854022e-32
451,8.46484348022537e-32
451.1,8.47324773336903e-32
451.2,8.48166827242359e-32
451.3,8.49010513192853e-32
451.4,8.49855834651073e-32
451.5,8.50702795088469e-32
451.6,8.51551397985282e-32
451.7,8.52401646830568e-32
451.8,8.53253545122227e-32
451.9,8.54107096367024e-32
452,8.54962304080622e-32
452.1,8.55819171787604e-32
452.2,8.56677703021502e-32
452.3,8.57537901324822e-32
452.4,8.5839977024907e-32
452.5,8.59263313354785e-32
452.6,8.60128534211557e-32
452.7,8.60995436398059e-32
452.8,8.61864023502076e-32
452.9,8.62734299120526e-32
453,8.63606266859497e-32
453.1,8.64479930334263e-32
453.2,8.6535529316932e-32
453.3,8.66232358998411e-32
453.4,8.67111131464551e-32
453.5,8.67991614220062e-32
453.6,8.68873810926593e-32
453.7,8.6975772525515e-32
453.8,8.70643360886131e-32
453.9,8.71530721509342e-32
454,8.72419810824038e-32
454.1,8.73310632538941e-32
454.2,8.74203190372274e-32
454.3,8.75097488051793e-32
454.4,8.75993529314803e-32
454.5,8.76891317908201e-32
454.6,8.777908575885e-32
454.7,8.7869215212185e-32
454.8,8.79595205284082e-32
454.9,8.80500020860725e-32
455,8.8140660264704e-32
455.1,8.82314954448051e-32
455.2,8.83225080078568e-32
455.3,8.84136983363229e-32
455.4,8.85050668136513e-32
455.5,8.85966138242784e-32
455.6,8.86883397536317e-32
455.7,8.87802449881322e-32
455.8,8.88723299151981e-32
455.9,8.89645949232478e-32
456,8.90570404017025e-32
456.1,8.91496667409896e-32
456.2,8.92424743325456e-32
456.3,8.93354635688191e-32
456.4,8.94286348432743e-32
456.5,8.95219885503937e-32
456.6,8.9615525085681e-32
456.7,8.97092448456647e-32
456.8,8.98031482279011e-32
456.9,8.98972356309773e-32
457,8.99915074545143e-32
457.1,9.00859640991703e-32
457.2,9.01806059666439e-32
457.3,9.0275433459677e-32
457.4,9.03704469820584e-32
457.5,9.04656469386265e-32
457.6,9.05610337352731e-32
457.7,9.06566077789461e-32
457.8,9.07523694776532e-32
457.9,9.08483192404645e-32
458,9.09444574775165e-32
458.1,9.10407846000148e-32
458.2,9.11373010202377e-32
458.3,9.12340071515393e-32
458.4,9.13309034083531e-32
458.5,9.14279902061948e-32
458.6,9.15252679616662e-32
458.7,9.16227370924581e-32
458.8,9.17203980173539e-32
458.9,9.18182511562328e-32
459,9.19162969300734e-32
459.1,9.20145357609567e-32
459.2,9.21129680720701e-32
459.3,9.22115942877101e-32
459.4,9.23104148332862e-32
459.5,9.24094301353243e-32
459.6,9.25086406214698e-32
459.7,9.26080467204917e-32
459.8,9.27076488622853e-32
459.9,9.28074474778762e-32
460,9.29074429994238e-32
460.1,9.30076358602245e-32
460.2,9.31080264947154e-32
460.3,9.32086153384779e-32
460.4,9.33094028282411e-32
460.5,9.34103894018856e-32
460.6,9.35115754984466e-32
460.7,9.36129615581179e-32
460.8,9.37145480222557e-32
460.9,9.38163353333813e-32
461,9.39183239351859e-32
461.1,9.40205142725333e-32
461.2,9.41229067914639e-32
461.3,9.42255019391986e-32
461.4,9.4328300164142e-32
461.5,9.44313019158865e-32
461.6,9.45345076452157e-32
461.7,9.46379178041082e-32
461.8,9.47415328457417e-32
461.9,9.48453532244958e-32
462,9.49493793959572e-32
462.1,9.50536118169221e-32
462.2,9.51580509454002e-32
462.3,9.52626972406199e-32
462.4,9.53675511630298e-32
462.5,9.54726131743045e-32
462.6,9.55778837373478e-32
462.7,9.56833633162956e-32
462.8,9.57890523765217e-32
462.9,9.58949513846397e-32
463,9.60010608085083e-32
463.1,9.61073811172345e-32
463.2,9.62139127811776e-32
463.3,9.63206562719535e-32
463.4,9.64276120624382e-32
463.5,9.65347806267722e-32
463.6,9.6642162440364e-32
463.7,9.67497579798942e-32
463.8,9.68575677233201e-32
463.9,9.6965592149879e-32
464,9.70738317400924e-32
464.1,9.71822869757704e-32
464.2,9.72909583400153e-32
464.3,9.7399846317226e-32
464.4,9.75089513931021e-32
464.5,9.76182740546478e-32
464.6,9.77278147901761e-32
464.7,9.7837574089313e-32
464.8,9.79475524430017e-32
464.9,9.80577503435067e-32
465,9.8168168284418e-32
465.1,9.82788067606552e-32
465.2,9.83896662684718e-32
465.3,9.85007473054597e-32
465.4,9.86120503705529e-32
465.5,9.87235759640323e-32
465.6,9.88353245875296e-32
465.7,9.89472967440316e-32
465.8,9.90594929378851e-32
465.9,9.91719136748003e-32
466,9.92845594618558e-32
466.1,9.9397430807503e-32
466.2,9.95105282215698e-32
466.3,9.96238522152658e-32
466.4,9.97374033011863e-32
466.5,9.98511819933167e-32
466.6,9.9965188807037e-32
466.7,1.00079424259126e-31
466.8,1.00193888867767e-31
466.9,1.00308583152551e-31
467,1.0042350763448e-31
467.1,1.00538662835975e-31
467.2,1.00654049280878e-31
467.3,1.00769667494457e-31
467.4,1.00885518003411e-31
467.5,1.01001601335873e-31
467.6,1.01117918021419e-31
467.7,1.01234468591066e-31
467.8,1.01351253577283e-31
467.9,1.01468273513991e-31
468,1.0158552893657e-31
468.1,1.01703020381864e-31
468.2,1.01820748388184e-31
468.3,1.01938713495315e-31
468.4,1.02056916244516e-31
468.5,1.02175357178534e-31
468.6,1.02294036841597e-31
468.7,1.02412955779428e-31
468.8,1.02532114539247e-31
468.9,1.02651513669773e-31
469,1.02771153721233e-31
469.1,1.02891035245365e-31
469.2,1.03011158795422e-31
469.3,1.03131524926179e-31
469.4,1.03252134193937e-31
469.5,1.03372987156527e-31
469.6,1.03494084373316e-31
469.7,1.03615426405211e-31
469.8,1.03737013814667e-31
469.9,1.03858847165688e-31
470,1.03980927023833e-31
470.1,1.04103253956224e-31
470.2,1.04225828531547e-31
470.3,1.04348651320062e-31
470.4,1.044717228936e-31
470.5,1.04595043825579e-31
470.6,1.04718614691e-31
470.7,1.04842436066455e-31
470.8,1.04966508530136e-31
470.9,1.05090832661834e-31
471,1.05215409042949e-31
471.1,1.05340238256493e-31
471.2,1.05465320887095e-31
471.3,1.05590657521007e-31
471.4,1.05716248746112e-31
471.5,1.05842095151923e-31
471.6,1.05968197329595e-31
471.7,1.06094555871924e-31
471.8,1.06221171373361e-31
471.9,1.06348044430006e-31
472,1.06475175639625e-31
472.1,1.06602565601647e-31
472.2,1.06730214917173e-31
472.3,1.06858124188982e-31
472.4,1.06986294021535e-31
472.5,1.0711472502098e-31
472.6,1.07243417795162e-31
472.7,1.07372372953621e-31
472.8,1.07501591107605e-31
472.9,1.07631072870071e-31
