Ee (keV), d\omega/dEe
189.5,4.64006822044417e-32
189.6,4.63956992725636e-32
189.7,4.63907191855369e-32
189.8,4.6385741947138e-32
189.9,4.63807675611487e-32
190,4.63757960313551e-32
190.1,4.63708273615485e-32
190.2,4.63658615555252e-32
190.3,4.63608986170861e-32
190.4,4.63559385500373e-32
190.5,4.63509813581895e-32
190.6,4.63460270453588e-32
190.7,4.63410756153657e-32
190.8,4.6336127072036e-32
190.9,4.63311814192003e-32
191,4.63262386606941e-32
191.1,4.63212988003581e-32
191.2,4.63163618420377e-32
191.3,4.63114277895834e-32
191.4,4.63064966468507e-32
191.5,4.63015684177e-32
191.6,4.62966431059968e-32
191.7,4.62917207156116e-32
191.8,4.62868012504197e-32
191.9,4.62818847143017e-32
192,4.6276971111143e-32
192.1,4.62720604448342e-32
192.2,4.62671527192709e-32
192.3,4.62622479383537e-32
192.4,4.62573461059882e-32
192.5,4.62524472260853e-32
192.6,4.62475513025605e-32
192.7,4.6242658339335e-32
192.8,4.62377683403345e-32
192.9,4.62328813094902e-32
193,4.62279972507381e-32
193.1,4.62231161680196e-32
193.2,4.62182380652809e-32
193.3,4.62133629464736e-32
193.4,4.62084908155542e-32
193.5,4.62036216764845e-32
193.6,4.61987555332313e-32
193.7,4.61938923897667e-32
193.8,4.61890322500678e-32
193.9,4.6184175118117e-32
194,4.61793209979017e-32
194.1,4.61744698934148e-32
194.2,4.61696218086539e-32
194.3,4.61647767476222e-32
194.4,4.61599347143279e-32
194.5,4.61550957127846e-32
194.6,4.61502597470108e-32
194.7,4.61454268210305e-32
194.8,4.61405969388729e-32
194.9,4.61357701045722e-32
195,4.61309463221682e-32
195.1,4.61261255957056e-32
195.2,4.61213079292346e-32
195.3,4.61164933268107e-32
195.4,4.61116817924944e-32
195.5,4.61068733303517e-32
195.6,4.61020679444539e-32
195.7,4.60972656388774e-32
195.8,4.60924664177043e-32
195.9,4.60876702850215e-32
196,4.60828772449216e-32
196.1,4.60780873015024e-32
196.2,4.6073300458867e-32
196.3,4.6068516721124e-32
196.4,4.60637360923871e-32
196.5,4.60589585767756e-32
196.6,4.60541841784139e-32
196.7,4.60494129014322e-32
196.8,4.60446447499656e-32
196.9,4.60398797281549e-32
197,4.60351178401462e-32
197.1,4.6030359090091e-32
197.2,4.60256034821462e-32
197.3,4.60208510204742e-32
197.4,4.60161017092428e-32
197.5,4.60113555526252e-32
197.6,4.60066125548e-32
197.7,4.60018727199514e-32
197.8,4.59971360522689e-32
197.9,4.59924025559475e-32
198,4.59876722351879e-32
198.1,4.59829450941959e-32
198.2,4.59782211371831e-32
198.3,4.59735003683665e-32
198.4,4.59687827919685e-32
198.5,4.59640684122173e-32
198.6,4.59593572333463e-32
198.7,4.59546492595946e-32
198.8,4.59499444952068e-32
198.9,4.59452429444331e-32
199,4.59405446115293e-32
199.1,4.59358495007565e-32
199.2,4.59311576163816e-32
199.3,4.59264689626772e-32
199.4,4.59217835439211e-32
199.5,4.59171013643971e-32
199.6,4.59124224283943e-32
199.7,4.59077467402076e-32
199.8,4.59030743041374e-32
199.9,4.58984051244898e-32
200,4.58937392055766e-32
200.1,4.58890765517151e-32
200.2,4.58844171672284e-32
200.3,4.58797610564451e-32
200.4,4.58751082236995e-32
200.5,4.58704586733318e-32
200.6,4.58658124096876e-32
200.7,4.58611694371183e-32
200.8,4.58565297599811e-32
200.9,4.58518933826388e-32
201,4.58472603094599e-32
201.1,4.58426305448187e-32
201.2,4.58380040930952e-32
201.3,4.58333809586752e-32
201.4,4.58287611459502e-32
201.5,4.58241446593174e-32
201.6,4.58195315031799e-32
201.7,4.58149216819466e-32
201.8,4.58103152000319e-32
201.9,4.58057120618563e-32
202,4.5801112271846e-32
202.1,4.5796515834433e-32
202.2,4.57919227540552e-32
202.3,4.57873330351562e-32
202.4,4.57827466821855e-32
202.5,4.57781636995985e-32
202.6,4.57735840918563e-32
202.7,4.5769007863426e-32
202.8,4.57644350187805e-32
202.9,4.57598655623988e-32
203,4.57552994987653e-32
203.1,4.57507368323708e-32
203.2,4.57461775677118e-32
203.3,4.57416217092907e-32
203.4,4.57370692616157e-32
203.5,4.57325202292012e-32
203.6,4.57279746165675e-32
203.7,4.57234324282405e-32
203.8,4.57188936687526e-32
203.9,4.57143583426417e-32
204,4.57098264544519e-32
204.1,4.57052980087332e-32
204.2,4.57007730100418e-32
204.3,4.56962514629395e-32
204.4,4.56917333719946e-32
204.5,4.56872187417809e-32
204.6,4.56827075768787e-32
204.7,4.5678199881874e-32
204.8,4.56736956613591e-32
204.9,4.56691949199321e-32
205,4.56646976621973e-32
205.1,4.56602038927651e-32
205.2,4.5655713616252e-32
205.3,4.56512268372804e-32
205.4,4.56467435604791e-32
205.5,4.56422637904826e-32
205.6,4.5637787531932e-32
205.7,4.56333147894741e-32
205.8,4.56288455677622e-32
205.9,4.56243798714553e-32
206,4.5619917705219e-32
206.1,4.56154590737248e-32
206.2,4.56110039816505e-32
206.3,4.56065524336799e-32
206.4,4.56021044345032e-32
206.5,4.55976599888167e-32
206.6,4.55932191013229e-32
206.7,4.55887817767305e-32
206.8,4.55843480197545e-32
206.9,4.55799178351161e-32
207,4.55754912275427e-32
207.1,4.55710682017679e-32
207.2,4.55666487625317e-32
207.3,4.55622329145804e-32
207.4,4.55578206626664e-32
207.5,4.55534120115485e-32
207.6,4.55490069659917e-32
207.7,4.55446055307676e-32
207.8,4.55402077106537e-32
207.9,4.55358135104342e-32
208,4.55314229348993e-32
208.1,4.55270359888458e-32
208.2,4.55226526770768e-32
208.3,4.55182730044016e-32
208.4,4.55138969756362e-32
208.5,4.55095245956026e-32
208.6,4.55051558691295e-32
208.7,4.55007908010519e-32
208.8,4.5496429396211e-32
208.9,4.54920716594548e-32
209,4.54877175956374e-32
209.1,4.54833672096196e-32
209.2,4.54790205062684e-32
209.3,4.54746774904576e-32
209.4,4.5470338167067e-32
209.5,4.54660025409833e-32
209.6,4.54616706170994e-32
209.7,4.54573424003148e-32
209.8,4.54530178955357e-32
209.9,4.54486971076745e-32
210,4.54443800416502e-32
210.1,4.54400667023885e-32
210.2,4.54357570948215e-32
210.3,4.54314512238879e-32
210.4,4.54271490945329e-32
210.5,4.54228507117084e-32
210.6,4.54185560803728e-32
210.7,4.5414265205491e-32
210.8,4.54099780920348e-32
210.9,4.54056947449822e-32
211,4.54014151693182e-32
211.1,4.53971393700343e-32
211.2,4.53928673521285e-32
211.3,4.53885991206055e-32
211.4,4.53843346804769e-32
211.5,4.53800740367608e-32
211.6,4.53758171944818e-32
211.7,4.53715641586716e-32
211.8,4.53673149343681e-32
211.9,4.53630695266164e-32
212,4.53588279404681e-32
212.1,4.53545901809814e-32
212.2,4.53503562532215e-32
212.3,4.53461261622602e-32
212.4,4.5341899913176e-32
212.5,4.53376775110544e-32
212.6,4.53334589609874e-32
212.7,4.5329244268074e-32
212.8,4.53250334374199e-32
212.9,4.53208264741377e-32
213,4.53166233833468e-32
213.1,4.53124241701732e-32
213.2,4.53082288397501e-32
213.3,4.53040373972174e-32
213.4,4.52998498477218e-32
213.5,4.52956661964169e-32
213.6,4.52914864484633e-32
213.7,4.52873106090282e-32
213.8,4.52831386832862e-32
213.9,4.52789706764182e-32
214,4.52748065936126e-32
214.1,4.52706464400643e-32
214.2,4.52664902209753e-32
214.3,4.52623379415547e-32
214.4,4.52581896070184e-32
214.5,4.52540452225893e-32
214.6,4.52499047934973e-32
214.7,4.52457683249792e-32
214.8,4.5241635822279e-32
214.9,4.52375072906476e-32
215,4.52333827353429e-32
215.1,4.52292621616299e-32
215.2,4.52251455747807e-32
215.3,4.52210329800743e-32
215.4,4.52169243827968e-32
215.5,4.52128197882416e-32
215.6,4.52087192017089e-32
215.7,4.52046226285061e-32
215.8,4.52005300739479e-32
215.9,4.51964415433558e-32
216,4.51923570420587e-32
216.1,4.51882765753925e-32
216.2,4.51842001487003e-32
216.3,4.51801277673323e-32
216.4,4.5176059436646e-32
216.5,4.5171995162006e-32
216.6,4.51679349487841e-32
216.7,4.51638788023593e-32
216.8,4.51598267281179e-32
216.9,4.51557787314534e-32
217,4.51517348177664e-32
217.1,4.51476949924649e-32
217.2,4.51436592609642e-32
217.3,4.51396276286867e-32
217.4,4.51356001010623e-32
217.5,4.51315766835279e-32
217.6,4.5127557381528e-32
217.7,4.51235422005143e-32
217.8,4.51195311459459e-32
217.9,4.5115524223289e-32
218,4.51115214380173e-32
218.1,4.51075227956121e-32
218.2,4.51035283015616e-32
218.3,4.50995379613617e-32
218.4,4.50955517805157e-32
218.5,4.50915697645342e-32
218.6,4.50875919189352e-32
218.7,4.50836182492442e-32
218.8,4.50796487609941e-32
218.9,4.50756834597253e-32
219,4.50717223509855e-32
219.1,4.506776544033e-32
219.2,4.50638127333217e-32
219.3,4.50598642355308e-32
219.4,4.50559199525351e-32
219.5,4.50519798899198e-32
219.6,4.50480440532778e-32
219.7,4.50441124482095e-32
219.8,4.50401850803226e-32
219.9,4.50362619552328e-32
220,4.5032343078563e-32
220.1,4.50284284559439e-32
220.2,4.50245180930137e-32
220.3,4.50206119954182e-32
220.4,4.50167101688109e-32
220.5,4.50128126188529e-32
220.6,4.50089193512129e-32
220.7,4.50050303715672e-32
220.8,4.50011456855999e-32
220.9,4.49972652990027e-32
221,4.49933892174751e-32
221.1,4.49895174467241e-32
221.2,4.49856499924646e-32
221.3,4.4981786860419e-32
221.4,4.49779280563178e-32
221.5,4.49740735858988e-32
221.6,4.49702234549079e-32
221.7,4.49663776690987e-32
221.8,4.49625362342324e-32
221.9,4.49586991560782e-32
222,4.49548664404131e-32
222.1,4.49510380930217e-32
222.2,4.49472141196967e-32
222.3,4.49433945262385e-32
222.4,4.49395793184553e-32
222.5,4.49357685021633e-32
222.6,4.49319620831864e-32
222.7,4.49281600673567e-32
222.8,4.49243624605139e-32
222.9,4.49205692685057e-32
223,4.49167804971877e-32
223.1,4.49129961524236e-32
223.2,4.49092162400847e-32
223.3,4.49054407660508e-32
223.4,4.49016697362091e-32
223.5,4.4897903156455e-32
223.6,4.48941410326922e-32
223.7,4.48903833708319e-32
223.8,4.48866301767937e-32
223.9,4.48828814565051e-32
224,4.48791372159015e-32
224.1,4.48753974609267e-32
224.2,4.48716621975321e-32
224.3,4.48679314316777e-32
224.4,4.48642051693313e-32
224.5,4.48604834164687e-32
224.6,4.48567661790742e-32
224.7,4.48530534631398e-32
224.8,4.48493452746659e-32
224.9,4.4845641619661e-32
225,4.48419425041418e-32
225.1,4.48382479341332e-32
225.2,4.48345579156681e-32
225.3,4.48308724547878e-32
225.4,4.48271915575418e-32
225.5,4.48235152299878e-32
225.6,4.48198434781916e-32
225.7,4.48161763082276e-32
225.8,4.48125137261781e-32
225.9,4.48088557381339e-32
226,4.48052023501941e-32
226.1,4.48015535684659e-32
226.2,4.4797909399065e-32
226.3,4.47942698481154e-32
226.4,4.47906349217495e-32
226.5,4.4787004626108e-32
226.6,4.47833789673398e-32
226.7,4.47797579516025e-32
226.8,4.47761415850618e-32
226.9,4.4772529873892e-32
227,4.47689228242759e-32
227.1,4.47653204424044e-32
227.2,4.47617227344771e-32
227.3,4.4758129706702e-32
227.4,4.47545413652956e-32
227.5,4.47509577164828e-32
227.6,4.47473787664972e-32
227.7,4.47438045215806e-32
227.8,4.47402349879836e-32
227.9,4.47366701719652e-32
228,4.47331100797929e-32
228.1,4.4729554717743e-32
228.2,4.47260040921e-32
228.3,4.47224582091574e-32
228.4,4.47189170752171e-32
228.5,4.47153806965895e-32
228.6,4.47118490795938e-32
228.7,4.47083222305579e-32
228.8,4.47048001558181e-32
228.9,4.47012828617195e-32
229,4.46977703546161e-32
229.1,4.46942626408702e-32
229.2,4.46907597268531e-32
229.3,4.46872616189448e-32
229.4,4.46837683235337e-32
229.5,4.46802798470175e-32
229.6,4.46767961958021e-32
229.7,4.46733173763027e-32
229.8,4.46698433949429e-32
229.9,4.46663742581552e-32
230,4.46629099723811e-32
230.1,4.46594505440706e-32
230.2,4.46559959796829e-32
230.3,4.46525462856858e-32
230.4,4.4649101468556e-32
230.5,4.46456615347792e-32
230.6,4.46422264908499e-32
230.7,4.46387963432715e-32
230.8,4.46353710985565e-32
230.9,4.46319507632261e-32
231,4.46285353438106e-32
231.1,4.46251248468492e-32
231.2,4.46217192788901e-32
231.3,4.46183186464905e-32
231.4,4.46149229562166e-32
231.5,4.46115322146436e-32
231.6,4.46081464283559e-32
231.7,4.46047656039467e-32
231.8,4.46013897480183e-32
231.9,4.45980188671823e-32
232,4.45946529680591e-32
232.1,4.45912920572785e-32
232.2,4.45879361414791e-32
232.3,4.45845852273089e-32
232.4,4.4581239321425e-32
232.5,4.45778984304934e-32
232.6,4.45745625611897e-32
232.7,4.45712317201983e-32
232.8,4.45679059142131e-32
232.9,4.4564585149937e-32
233,4.45612694340823e-32
233.1,4.45579587733704e-32
233.2,4.4554653174532e-32
233.3,4.45513526443073e-32
233.4,4.45480571894454e-32
233.5,4.45447668167049e-32
233.6,4.45414815328539e-32
233.7,4.45382013446695e-32
233.8,4.45349262589383e-32
233.9,4.45316562824562e-32
234,4.45283914220287e-32
234.1,4.45251316844704e-32
234.2,4.45218770766055e-32
234.3,4.45186276052675e-32
234.4,4.45153832772994e-32
234.5,4.45121440995536e-32
234.6,4.4508910078892e-32
234.7,4.4505681222186e-32
234.8,4.45024575363164e-32
234.9,4.44992390281737e-32
235,4.44960257046577e-32
235.1,4.44928175726778e-32
235.2,4.4489614639153e-32
235.3,4.44864169110119e-32
235.4,4.44832243951926e-32
235.5,4.44800370986428e-32
235.6,4.44768550283199e-32
235.7,4.44736781911908e-32
235.8,4.44705065942321e-32
235.9,4.44673402444301e-32
236,4.44641791487807e-32
236.1,4.44610233142895e-32
236.2,4.44578727479718e-32
236.3,4.44547274568527e-32
236.4,4.4451587447967e-32
236.5,4.44484527283591e-32
236.6,4.44453233050833e-32
236.7,4.44421991852036e-32
236.8,4.44390803757939e-32
236.9,4.44359668839379e-32
237,4.4432858716729e-32
237.1,4.44297558812705e-32
237.2,4.44266583846756e-32
237.3,4.44235662340672e-32
237.4,4.44204794365784e-32
237.5,4.44173979993518e-32
237.6,4.44143219295403e-32
237.7,4.44112512343065e-32
237.8,4.4408185920823e-32
237.9,4.44051259962723e-32
238,4.4402071467847e-32
238.1,4.43990223427496e-32
238.2,4.43959786281926e-32
238.3,4.43929403313987e-32
238.4,4.43899074596003e-32
238.5,4.43868800200401e-32
238.6,4.4383858019971e-32
238.7,4.43808414666556e-32
238.8,4.43778303673668e-32
238.9,4.43748247293878e-32
239,4.43718245600116e-32
239.1,4.43688298665416e-32
239.2,4.43658406562913e-32
239.3,4.43628569365842e-32
239.4,4.43598787147543e-32
239.5,4.43569059981456e-32
239.6,4.43539387941124e-32
239.7,4.43509771100192e-32
239.8,4.43480209532409e-32
239.9,4.43450703311624e-32
240,4.43421252511793e-32
240.1,4.4339185720697e-32
240.2,4.43362517471318e-32
240.3,4.43333233379098e-32
240.4,4.43304005004678e-32
240.5,4.43274832422528e-32
240.6,4.43245715707224e-32
240.7,4.43216654933443e-32
240.8,4.4318765017597e-32
240.9,4.4315870150969e-32
241,4.43129809009597e-32
241.1,4.43100972750786e-32
241.2,4.43072192808459e-32
241.3,4.43043469257923e-32
241.4,4.43014802174588e-32
241.5,4.42986191633973e-32
241.6,4.429576377117e-32
241.7,4.42929140483498e-32
241.8,4.429007000252e-32
241.9,4.42872316412746e-32
242,4.42843989722184e-32
242.1,4.42815720029665e-32
242.2,4.42787507411451e-32
242.3,4.42759351943905e-32
242.4,4.42731253703503e-32
242.5,4.42703212766822e-32
242.6,4.42675229210551e-32
242.7,4.42647303111485e-32
242.8,4.42619434546525e-32
242.9,4.42591623592681e-32
243,4.42563870327072e-32
243.1,4.42536174826922e-32
243.2,4.42508537169566e-32
243.3,4.42480957432447e-32
243.4,4.42453435693115e-32
243.5,4.42425972029231e-32
243.6,4.42398566518562e-32
243.7,4.42371219238987e-32
243.8,4.42343930268493e-32
243.9,4.42316699685176e-32
244,4.42289527567242e-32
244.1,4.42262413993007e-32
244.2,4.42235359040898e-32
244.3,4.42208362789449e-32
244.4,4.42181425317308e-32
244.5,4.4215454670323e-32
244.6,4.42127727026083e-32
244.7,4.42100966364846e-32
244.8,4.42074264798607e-32
244.9,4.42047622406567e-32
245,4.42021039268037e-32
245.1,4.41994515462441e-32
245.2,4.41968051069314e-32
245.3,4.41941646168302e-32
245.4,4.41915300839165e-32
245.5,4.41889015161772e-32
245.6,4.41862789216109e-32
245.7,4.41836623082271e-32
245.8,4.41810516840466e-32
245.9,4.41784470571017e-32
246,4.41758484354359e-32
246.1,4.41732558271039e-32
246.2,4.4170669240172e-32
246.3,4.41680886827176e-32
246.4,4.41655141628298e-32
246.5,4.41629456886088e-32
246.6,4.41603832681664e-32
246.7,4.41578269096257e-32
246.8,4.41552766211214e-32
246.9,4.41527324107996e-32
247,4.4150194286818e-32
247.1,4.41476622573456e-32
247.2,4.41451363305631e-32
247.3,4.41426165146627e-32
247.4,4.41401028178482e-32
247.5,4.41375952483349e-32
247.6,4.41350938143498e-32
247.7,4.41325985241314e-32
247.8,4.41301093859299e-32
247.9,4.41276264080073e-32
248,4.41251495986371e-32
248.1,4.41226789661045e-32
248.2,4.41202145187066e-32
248.3,4.41177562647519e-32
248.4,4.41153042125609e-32
248.5,4.4112858370466e-32
248.6,4.4110418746811e-32
248.7,4.41079853499518e-32
248.8,4.4105558188256e-32
248.9,4.41031372701032e-32
249,4.41007226038847e-32
249.1,4.40983141980037e-32
249.2,4.40959120608753e-32
249.3,4.40935162009267e-32
249.4,4.40911266265968e-32
249.5,4.40887433463366e-32
249.6,4.40863663686091e-32
249.7,4.40839957018891e-32
249.8,4.40816313546637e-32
249.9,4.40792733354318e-32
250,4.40769216527046e-32
250.1,4.4074576315005e-32
250.2,4.40722373308684e-32
250.3,4.4069904708842e-32
250.4,4.40675784574854e-32
250.5,4.40652585853702e-32
250.6,4.40629451010801e-32
250.7,4.40606380132111e-32
250.8,4.40583373303715e-32
250.9,4.40560430611816e-32
251,4.40537552142742e-32
251.1,4.40514737982941e-32
251.2,4.40491988218986e-32
251.3,4.40469302937573e-32
251.4,4.4044668222552e-32
251.5,4.4042412616977e-32
251.6,4.40401634857388e-32
251.7,4.40379208375564e-32
251.8,4.40356846811612e-32
251.9,4.40334550252971e-32
252,4.40312318787201e-32
252.1,4.40290152501992e-32
252.2,4.40268051485155e-32
252.3,4.40246015824628e-32
252.4,4.40224045608472e-32
252.5,4.40202140924877e-32
252.6,4.40180301862155e-32
252.7,4.40158528508746e-32
252.8,4.40136820953217e-32
252.9,4.40115179284258e-32
253,4.40093603590688e-32
253.1,4.40072093961454e-32
253.2,4.40050650485626e-32
253.3,4.40029273252403e-32
253.4,4.40007962351113e-32
253.5,4.39986717871209e-32
253.6,4.39965539902273e-32
253.7,4.39944428534015e-32
253.8,4.39923383856272e-32
253.9,4.39902405959011e-32
254,4.39881494932326e-32
254.1,4.39860650866441e-32
254.2,4.39839873851707e-32
254.3,4.39819163978608e-32
254.4,4.39798521337752e-32
254.5,4.39777946019882e-32
254.6,4.39757438115867e-32
254.7,4.39736997716708e-32
254.8,4.39716624913535e-32
254.9,4.3969631979761e-32
255,4.39676082460323e-32
255.1,4.39655912993197e-32
255.2,4.39635811487886e-32
255.3,4.39615778036175e-32
255.4,4.39595812729979e-32
255.5,4.39575915661348e-32
255.6,4.3955608692246e-32
255.7,4.39536326605627e-32
255.8,4.39516634803295e-32
255.9,4.3949701160804e-32
256,4.39477457112571e-32
256.1,4.39457971409731e-32
256.2,4.39438554592496e-32
256.3,4.39419206753976e-32
256.4,4.39399927987412e-32
256.5,4.39380718386182e-32
256.6,4.39361578043797e-32
256.7,4.39342507053902e-32
256.8,4.39323505510276e-32
256.9,4.39304573506833e-32
257,4.39285711137623e-32
257.1,4.39266918496829e-32
257.2,4.39248195678773e-32
257.3,4.39229542777909e-32
257.4,4.39210959888827e-32
257.5,4.39192447106256e-32
257.6,4.39174004525059e-32
257.7,4.39155632240235e-32
257.8,4.39137330346922e-32
257.9,4.39119098940392e-32
258,4.39100938116056e-32
258.1,4.39082847969463e-32
258.2,4.39064828596298e-32
258.3,4.39046880092384e-32
258.4,4.39029002553683e-32
258.5,4.39011196076294e-32
258.6,4.38993460756456e-32
258.7,4.38975796690546e-32
258.8,4.38958203975079e-32
258.9,4.3894068270671e-32
259,4.38923232982234e-32
259.1,4.38905854898585e-32
259.2,4.38888548552837e-32
259.3,4.38871314042203e-32
259.4,4.38854151464038e-32
259.5,4.38837060915836e-32
259.6,4.38820042495234e-32
259.7,4.38803096300007e-32
259.8,4.38786222428074e-32
259.9,4.38769420977493e-32
260,4.38752692046466e-32
260.1,4.38736035733334e-32
260.2,4.38719452136584e-32
260.3,4.38702941354842e-32
260.4,4.38686503486878e-32
260.5,4.38670138631606e-32
260.6,4.3865384688808e-32
260.7,4.386376283555e-32
260.8,4.38621483133209e-32
260.9,4.38605411320693e-32
261,4.38589413017583e-32
261.1,4.38573488323653e-32
261.2,4.38557637338822e-32
261.3,4.38541860163155e-32
261.4,4.3852615689686e-32
261.5,4.38510527640292e-32
261.6,4.3849497249395e-32
261.7,4.38479491558479e-32
261.8,4.3846408493467e-32
261.9,4.38448752723461e-32
262,4.38433495025935e-32
262.1,4.38418311943323e-32
262.2,4.38403203577002e-32
262.3,4.38388170028495e-32
262.4,4.38373211399475e-32
262.5,4.38358327791761e-32
262.6,4.3834351930732e-32
262.7,4.38328786048267e-32
262.8,4.38314128116866e-32
262.9,4.38299545615529e-32
263,4.38285038646816e-32
263.1,4.38270607313437e-32
263.2,4.38256251718253e-32
263.3,4.3824197196427e-32
263.4,4.38227768154649e-32
263.5,4.38213640392698e-32
263.6,4.38199588781875e-32
263.7,4.3818561342579e-32
263.8,4.38171714428204e-32
263.9,4.38157891893027e-32
264,4.38144145924322e-32
264.1,4.38130476626303e-32
264.2,4.38116884103337e-32
264.3,4.3810336845994e-32
264.4,4.38089929800784e-32
264.5,4.3807656823069e-32
264.6,4.38063283854635e-32
264.7,4.38050076777747e-32
264.8,4.38036947105307e-32
264.9,4.38023894942751e-32
265,4.38010920395668e-32
265.1,4.37998023569802e-32
265.2,4.3798520457105e-32
265.3,4.37972463505463e-32
265.4,4.37959800479249e-32
265.5,4.37947215598771e-32
265.6,4.37934708970544e-32
265.7,4.37922280701242e-32
265.8,4.37909930897693e-32
265.9,4.37897659666883e-32
266,4.37885467115953e-32
266.1,4.378733533522e-32
266.2,4.37861318483079e-32
266.3,4.37849362616201e-32
266.4,4.37837485859337e-32
266.5,4.37825688320412e-32
266.6,4.37813970107512e-32
266.7,4.37802331328879e-32
266.8,4.37790772092915e-32
266.9,4.3777929250818e-32
267,4.37767892683393e-32
267.1,4.37756572727432e-32
267.2,4.37745332749335e-32
267.3,4.37734172858299e-32
267.4,4.37723093163683e-32
267.5,4.37712093775003e-32
267.6,4.37701174801938e-32
267.7,4.37690336354328e-32
267.8,4.37679578542173e-32
267.9,4.37668901475634e-32
268,4.37658305265035e-32
268.1,4.37647790020861e-32
268.2,4.37637355853759e-32
268.3,4.37627002874539e-32
268.4,4.37616731194173e-32
268.5,4.37606540923798e-32
268.6,4.37596432174711e-32
268.7,4.37586405058375e-32
268.8,4.37576459686416e-32
268.9,4.37566596170624e-32
269,4.37556814622954e-32
269.1,4.37547115155524e-32
269.2,4.37537497880618e-32
269.3,4.37527962910686e-32
269.4,4.37518510358341e-32
269.5,4.37509140336365e-32
269.6,4.37499852957703e-32
269.7,4.37490648335468e-32
269.8,4.37481526582939e-32
269.9,4.37472487813561e-32
270,4.37463532140947e-32
270.1,4.37454659678879e-32
270.2,4.37445870541303e-32
270.3,4.37437164842336e-32
270.4,4.37428542696262e-32
270.5,4.37420004217533e-32
270.6,4.3741154952077e-32
270.7,4.37403178720765e-32
270.8,4.37394891932477e-32
270.9,4.37386689271036e-32
271,4.3737857085174e-32
271.1,4.37370536790059e-32
271.2,4.37362587201633e-32
271.3,4.37354722202273e-32
271.4,4.37346941907962e-32
271.5,4.37339246434851e-32
271.6,4.37331635899266e-32
271.7,4.37324110417703e-32
271.8,4.37316670106832e-32
271.9,4.37309315083493e-32
272,4.37302045464702e-32
272.1,4.37294861367645e-32
272.2,4.37287762909682e-32
272.3,4.37280750208348e-32
272.4,4.37273823381352e-32
272.5,4.37266982546576e-32
272.6,4.37260227822076e-32
272.7,4.37253559326084e-32
272.8,4.37246977177008e-32
272.9,4.37240481493429e-32
273,4.37234072394106e-32
273.1,4.37227749997973e-32
273.2,4.37221514424139e-32
273.3,4.37215365791893e-32
273.4,4.37209304220697e-32
273.5,4.37203329830192e-32
273.6,4.37197442740198e-32
273.7,4.37191643070709e-32
273.8,4.37185930941901e-32
273.9,4.37180306474127e-32
274,4.37174769787917e-32
274.1,4.37169321003982e-32
274.2,4.37163960243212e-32
274.3,4.37158687626675e-32
274.4,4.37153503275621e-32
274.5,4.3714840731148e-32
274.6,4.37143399855861e-32
274.7,4.37138481030555e-32
274.8,4.37133650957533e-32
274.9,4.37128909758948e-32
275,4.37124257557137e-32
275.1,4.37119694474614e-32
275.2,4.3711522063408e-32
275.3,4.37110836158416e-32
275.4,4.37106541170688e-32
275.5,4.37102335794143e-32
275.6,4.37098220152213e-32
275.7,4.37094194368513e-32
275.8,4.37090258566844e-32
275.9,4.37086412871189e-32
276,4.37082657405718e-32
276.1,4.37078992294784e-32
276.2,4.37075417662927e-32
276.3,4.37071933634873e-32
276.4,4.37068540335533e-32
276.5,4.37065237890004e-32
276.6,4.37062026423572e-32
276.7,4.37058906061708e-32
276.8,4.37055876930071e-32
276.9,4.37052939154507e-32
277,4.37050092861051e-32
277.1,4.37047338175925e-32
277.2,4.37044675225541e-32
277.3,4.37042104136499e-32
277.4,4.37039625035589e-32
277.5,4.37037238049791e-32
277.6,4.37034943306272e-32
277.7,4.37032740932392e-32
277.8,4.37030631055702e-32
277.9,4.37028613803941e-32
278,4.37026689305042e-32
278.1,4.37024857687127e-32
278.2,4.37023119078513e-32
278.3,4.37021473607707e-32
278.4,4.37019921403407e-32
278.5,4.37018462594508e-32
278.6,4.37017097310094e-32
278.7,4.37015825679446e-32
278.8,4.37014647832036e-32
278.9,4.37013563897531e-32
279,4.37012574005794e-32
279.1,4.3701167828688e-32
279.2,4.37010876871042e-32
279.3,4.37010169888726e-32
279.4,4.37009557470576e-32
279.5,4.37009039747429e-32
279.6,4.37008616850323e-32
279.7,4.37008288910489e-32
279.8,4.37008056059357e-32
279.9,4.37007918428553e-32
280,4.37007876149903e-32
280.1,4.37007929355429e-32
280.2,4.37008078177352e-32
280.3,4.37008322748093e-32
280.4,4.37008663200271e-32
280.5,4.37009099666706e-32
280.6,4.37009632280414e-32
280.7,4.37010261174617e-32
280.8,4.37010986482732e-32
280.9,4.37011808338381e-32
281,4.37012726875384e-32
281.1,4.37013742227766e-32
281.2,4.3701485452975e-32
281.3,4.37016063915765e-32
281.4,4.3701737052044e-32
281.5,4.37018774478608e-32
281.6,4.37020275925305e-32
281.7,4.37021874995771e-32
281.8,4.37023571825449e-32
281.9,4.37025366549988e-32
282,4.37027259305241e-32
282.1,4.37029250227265e-32
282.2,4.37031339452324e-32
282.3,4.37033527116886e-32
282.4,4.37035813357627e-32
282.5,4.37038198311428e-32
282.6,4.37040682115378e-32
282.7,4.37043264906772e-32
282.8,4.37045946823114e-32
282.9,4.37048728002114e-32
283,4.37051608581691e-32
283.1,4.37054588699974e-32
283.2,4.37057668495299e-32
283.3,4.37060848106212e-32
283.4,4.37064127671469e-32
283.5,4.37067507330035e-32
283.6,4.37070987221088e-32
283.7,4.37074567484013e-32
283.8,4.3707824825841e-32
283.9,4.37082029684087e-32
